entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
AGENCIA PARA LA INFRAESTRUCTURA DEL META,900220547,Meta,Villavicencio,Territorial,Descentralizada,CO1.REQ.5081559,AIM-CD-554-2023,706520657,CO1.BDOS.4970817,AUNAR ESFUERZOS PARA EL MANTENIMIENTO DE LA RED VIAL TERCIARIA EN LA JUNTA DE ACCION COMUNAL VEREDA EL TABLON DEL MUNICIPIO DE SAN JUANITO EN EL DEPARTAMENTO DEL META,"AUNAR ESFUERZOS PARA EL
MANTENIMIENTO DE LA RED VIAL
TERCIARIA EN LA JUNTA DE ACCION
COMUNAL VEREDA EL TABLON DEL
MUNICIPIO DE SAN JUANITO EN EL
DEPARTAMENTO DEL META",Presentación de oferta,2023-09-21T00:00:00.000,2023-09-21T00:00:00.000,,,,,2023-09-21T00:00:00.000,51968844,Contratación directa,Contratos o convenios Interadministrativos (valor cero),100,día(s),,,,Villavicencio,AIM - CONTRATACION DIRECTA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72141003,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4980982,706520657,Presentación de oferta
UNIVERSIDAD NACIONAL DE COLOMBIA,899999063,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.3235699,M- 1658,700698038,CO1.BDOS.3150690,ODC_58_3015,COMPRAR ELEMENTOS PARA ACTIVIDADES ACADÉMICAS DE LA FACULTAD,Presentación de oferta,2022-08-16T00:00:00.000,2022-08-16T00:00:00.000,,,,,2022-08-16T00:00:00.000,18030880,Contratación régimen especial,Decreto 092 de 2017,0,día(s),,,,Bogotá,Medellin Fac. de minas,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111623,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3153074,700698038,Presentación de oferta
"Ministerio de las Culturas, las Artes y los Saberes",830034348,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.10212735,MC-RE-CO-0002-2026,700637010,CO1.BDOS.10042452,MC-RE-CO-0002-2026,"Aunar recursos humanos, técnicos, administrativos, logísticos y financieros entre las partes para la implementación de acciones de circulación, cooperación multilateral e investigación para el fortalecimiento de los ecosistemas artísticos y de los espacios destinados a la creación, producción y reproducción de las prácticas artísticas, en concordancia con las apuestas estratégicas del Ministerio de las Culturas, las Artes y los Saberes.",Presentación de oferta,2026-02-26T00:00:00.000,2026-02-26T00:00:00.000,,,,,2026-02-26T00:00:00.000,3060090947,Contratación régimen especial (con ofertas),Decreto 092 de 2017,335,día(s),2026-03-09T00:00:00.000,2026-03-09T00:00:00.000,,Bogotá,GRUPO DE CONTRATOS Y CONVENIOS,0,0,5,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93141702,Cerrado,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10073331,700637010,Presentación de oferta
INSTITUCIÓN UNIVERSITARIA ITM,800214750,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.6671936,DUEN 101379/2024 -14504 DE 2024,703000075,CO1.BDOS.6545601,Prestación de servicios como contratista independiente; sin vínculo laboral por su propia cuenta y riesgo para realizar la gestion de Profesional de apoyo especializado en ejecución del Contrato Inter,"Prestación de servicios como contratista independiente, sin vínculo laboral por su propia cuenta y riesgo para realizar la gestion de Profesional de apoyo especializado en ejecución del Contrato Interadministrativo No. 4600101379 de 2024, celebrado entre EL DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN,SECRETARÍA DE INFRAESTRUCTURA y el ITM",Presentación de oferta,2024-08-15T00:00:00.000,2024-08-15T00:00:00.000,,,,,2024-08-15T00:00:00.000,27510000,Contratación directa,Servicios profesionales y apoyo a la gestión,131,día(s),,,,Medellín,UNIDAD ESTRATEGICA DE NEGOCIOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6555822,703000075,Presentación de oferta
MUNICIPIO DE SALADOBLANCO,891180180,Huila,Saladoblanco,Territorial,Centralizada,CO1.REQ.6109576,CPS-083-2024,700591159,CO1.BDOS.5990690,PRESTAR SUS SERVICIOS DE APOYO  A LA GESTION EN LA ASISTENCIA DIARIA  A LA POBLACION BENEFICIARIA DEL HOGAR DE PASO  NUESTRA SEÑORA DE ARANZAZU DEL MUNICIPIO DE SALADOBLANCO  A FIN DE GARANTIZAR EL CU,PRESTAR SUS SERVICIOS DE APOYO  A LA GESTION EN LA ASISTENCIA DIARIA  A LA POBLACION BENEFICIARIA DEL HOGAR DE PASO  NUESTRA SEÑORA DE ARANZAZU DEL MUNICIPIO DE SALADOBLANCO  A FIN DE GARANTIZAR EL CUIDADO Y ATENCION DE LOS USUARIOS  Y EL SOSTENIMIENTO  DE LAS INSTALACIONES,Presentación de oferta,2024-04-18T00:00:00.000,2024-04-18T00:00:00.000,,,,,2024-04-18T00:00:00.000,4800000,Contratación directa,Servicios profesionales y apoyo a la gestión,77,día(s),,,,Saladoblanco,SECRETARÍA DE GOBIERNO,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5998422,700591159,Presentación de oferta
SECRETARÍA DE MOVILIDAD CONTEMPORANEA,899999114,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.3493479,STM-CPS-316-2022,701941254,CO1.BDOS.3403323,WILSON JAIR AVENDAÑO CHAPARRO,Prestación de servicios profesionales para apoyar jurídicamente los procesos desarrollados en los proyectos de transporte masivo adscritos y requeridos por la Oficina de proyectos Especiales STM.,Presentación de oferta,2022-10-14T00:00:00.000,2022-10-14T00:00:00.000,,,,,2022-10-14T00:00:00.000,9888000,Contratación directa,Servicios profesionales y apoyo a la gestión,82,día(s),,,,Bogotá,OFICINA  ESTUDIOS SECTORIALES,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3408314,701941254,Presentación de oferta
SECRETARIA DE EDUCACION DEL DISTRITO,8999990619,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.2591023,SED-SII-DGECD-PSP-11-2022,701321135,CO1.BDOS.2517379,SANDRA BEATRIZ GALVIS GARCIA,"Prestar servicios profesionales a la Dirección General de Educación y Colegios Distritales y a las
Direcciones Locales de Educación para apoyar la planeación, ejecución y seguimiento de las actividades que surjan
a partir de los desarrollos propios de la fase de implementación del Modelo de Gestión Institucional en los diferentes
niveles de organización de la SED",Presentación de oferta,2022-01-16T00:00:00.000,2022-01-16T00:00:00.000,,,,,2022-01-16T00:00:00.000,78012000,Contratación directa,Servicios profesionales y apoyo a la gestión,12,Mes(es),,,,Bogotá,DIRECCION DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93151507,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2574257,701321135,Presentación de oferta
HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE E.S.E,890304155,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.4988768,PRE-217-2023,704246180,CO1.BDOS.4880629,SERVICIO DE MANTENIMIENTO DE LOS AVISOS LUMINOSOS DEL HDPUV,"Servicio de mantenimiento de los avisos luminosos ubicados en la parte superior de la puerta principal y de la puerta de urgencias, incluyendo el suministro de los repuestos menores y consumibles de los equipos que se requieran para los procesos de mantenimiento",Presentación de oferta,2023-08-28T00:00:00.000,2023-08-28T00:00:00.000,,,,,2023-08-28T00:00:00.000,0,Solicitud de información a los Proveedores,No,0,día(s),2023-09-01T00:00:00.000,,2023-08-28T00:00:00.000,Cali,OFICINA ASESORA JURIDICA,164,0,1,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72154028,Abierto,No,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4890046,704246180,Presentación de oferta
AGENCIA DE DESARROLLO RURAL,900948958,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.10082050,NPAA4472026,701551798,CO1.BDOS.9914132,Prestar los servicios de apoyo en el seguimiento y actualización del banco de proyectos y las  diferentes bases de datos de la Dirección de Calificación y Financiación; desde la Ruta PIDAR.,"Prestar los servicios de apoyo en el seguimiento y actualización del banco de proyectos y las 
diferentes bases de datos de la Dirección de Calificación y Financiación, desde la Ruta PIDAR.",Presentación de oferta,2026-01-30T00:00:00.000,2026-01-30T00:00:00.000,,,,,2026-01-30T00:00:00.000,25500000,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,Bogotá,VICEPRESIDENCIA DE GESTION CONTRACTUAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9936940,701551798,Presentación de oferta
INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA,815000340,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.4464615,PS-180-2023,704258151,CO1.BDOS.4364511,PRESTACION DE SERVICIOS,PRESTAR LOS SERVICIOS COMO MONITOR DEPORTIVO EN ACTIVIDADES AFINES A LOS PROGRAMAS Y PROYECTOS  QUE ADELANTA EL IMDER PALMIRA,Presentación de oferta,2023-05-04T00:00:00.000,2023-05-04T00:00:00.000,,,,,2023-05-04T00:00:00.000,9240000,Contratación directa,Servicios profesionales y apoyo a la gestión,180,día(s),,,,Palmira,IMDER PALMIRA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,V180111501,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4366230,704258151,Presentación de oferta
MUNICIPIO DE CAROLINA DEL PRINCIPE,890984068,Antioquia,Carolina,Territorial,Centralizada,CO1.REQ.9709489,PS027-2026,702576059,CO1.BDOS.9542583,RECEPCION,"REALIZAR ACTIVIDADES DIRIGIDAS A LA IMPLEMENTACIÓN DE LA POLITICA DE ATENCIÓN AL CIUDADANO EN EL MARCO DE LA IMPLEMENTACIÓN DEL PROYECTO DE INVERSIÓN DENOMINADO:  IMPLEMENTACIÓN DE ACCIONES, PROCESOS, PROCEDIMIENTOS Y SISTEMAS DE GESTIÓN QUE PERMITAN OBTENER UN FORTALECIMIENTO INSTITUCIONAL DE LA ADMINISTRACIÓN PUBLICA DE CAROLINA DEL PRINCIPE - ANTIOQUIA  -BPIM 2024051500045",Presentación de oferta,2026-01-16T00:00:00.000,2026-01-16T00:00:00.000,,,,,2026-01-16T00:00:00.000,30113600,Contratación directa,Servicios profesionales y apoyo a la gestión,350,día(s),,,,Carolina,CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93141500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9555687,702576059,Presentación de oferta
DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPÚBLICA,899999083,Distrito Capital de Bogotá,Bogotá,Nacional,Descentralizada,CO1.REQ.2215526,CPS-562-2021,700341043,CO1.BDOS.2154910,Apoyo implementación de los planes de acción de transformación regional- PATR,"Prestar sus servicios profesionales a la Dirección de Programación y Gestión para la Implementación de la Agencia de Renovación del Territorio -ART, apoyando la gestión y seguimiento de la oferta para la implementación de los Planes de Acción de Transformación Regional-PATR, en el pilar no. 4 Educación Rural y Primera Infancia Rural de la subregión PDET de Catatumbo.",Fase de ofertas,2021-08-06T00:00:00.000,2021-08-06T00:00:00.000,,,,,2021-08-06T00:00:00.000,76545000,Contratación régimen especial,Regla aplicable,12,Mes(es),,,,Bogotá,FONDO COLOMBIA EN PAZ,0,0,0,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2156437,700341043,Fase de ofertas
CORPORACION AUTONOMA REGIONAL DE SANTANDER+,804000292,Santander,San Gil,Nacional,Centralizada,CO1.REQ.2090903,CPS-00716-2021,711192211,CO1.BDOS.2034101,ING PETROLEOS-PLANEACION,PRESTAR LOS SERVICIOS PROFESIONALES COMO INGENIERO DE PETROLEOS PARA FORTALECER Y APOYAR LAS ACTIVIDADES Y PROCESOS QUE SURJAN EN LA SUBDIRECCION DE PLANEACION Y ORDENAMIENTO AMBIENTAL DE LA CAS,Fase de ofertas,2021-06-15T00:00:00.000,2021-06-15T00:00:00.000,,,,,2021-06-15T00:00:00.000,15998352,Contratación directa,Servicios profesionales y apoyo a la gestión,6,Mes(es),,,,San Gil,Corporación Autónoma Regional de Santander - CAS -,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2034461,711192211,Fase de ofertas
ICBF REGIONAL CORDOBA,899999239,Córdoba,Montería,Nacional,Centralizada,CO1.REQ.6748212,ICBF-SDC-012-2024-COR,704187525,CO1.BDOS.6620844,mantenimiento preventivo y correctivo de plantas eléctricas y transformadores,"REALIZAR EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS TRANSFORMADORES DE LA SUBESTACIÓN
ELÉCTRICA, LAS PLANTAS ELÉCTRICAS DE LOS CENTROS ZONALES Y DE LA SEDE REGIONAL; BALANCEO DE
CARGAS ELÉCTRICAS EN EL TABLERO GENERAL DE PARCIALES, EN EL ICBF REGIONAL CÓRDOBA.",Presentación de oferta,2024-08-30T00:00:00.000,2024-08-30T00:00:00.000,,,,,2024-08-30T00:00:00.000,0,Solicitud de información a los Proveedores,No Defenido,0,día(s),2024-09-06T00:00:00.000,,2024-08-30T00:00:00.000,Montería,ICBF REGIONAL CORDOBA,580,3,13,0,1,0,0,1,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.83101802,Abierto,No Especificado,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6633258,704187525,Presentación de oferta
CENTRAL ADMINISTRATIVA Y CONTABLE CENAC PERSONAL,900385079,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.1884910,089-CENACPERSONAL-2021,702950643,CO1.BDOS.1833454,MANTENIMIENTO BIENES MUEBLES VIGENCIA 2021,"PRESTAR LOS SERVICIOS DE MANTENIMIENTO PREVENTIVO PARA LOS BIENES MUEBLES DE LA DIRECCIÓN DE FAMILIA Y BIENESTAR DEL EJERCITO NACIONAL -DIFAB-, DIRECCIÓN DE PRESERVACIÓN DE INTEGRIDAD Y SEGURIDAD DEL EJERCITO NACIONAL -DIPSE- Y LA CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA DE PERSONAL - CENAC ESPECIALIZADA DE PERSONAL-, POR VALOR DE $16.704.000.00 A EJECUTAR EN LA VIGENCIA 2021.",Presentación de oferta,2021-03-09T00:00:00.000,2021-03-09T00:00:00.000,,,,,2021-03-09T00:00:00.000,16704000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,8,Mes(es),2021-03-10T00:00:00.000,2021-03-10T00:00:00.000,2021-03-10T00:00:00.000,Bogotá,CENTRAL ADMINISTRATIVA Y CONTABLE DE PERSONAL,0,0,12,0,5,0,0,5,0,Seleccionado,70,Si,CO1.AWD.969916,712500149,Tolima,Espinal,2021-03-16T00:00:00.000,16704000,SANDRA VIVIANA CORAL,MULTISTT S.A.S,901450468,UNSPECIFIED,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1832780,702950643,Adjudicado
E.S.E. HOSPITAL SAN JUAN DE DIOS DE SANTA FE DE ANTIOQUIA,8909822641,Antioquia,Santafé De Antioquia,Territorial,Centralizada,CO1.REQ.9747725,OS063-2026,718393291,CO1.BDOS.9580164,Prestación de servicios de apoyo a la gestión para la conformación de los equipos básicos de salud - EBS - en la E.S.E. hospital San Juan de Dios de Santa Fe de Antioquia; según los lineamientos estab,"Prestación de servicios de apoyo a la gestión para la conformación de los equipos básicos de salud - EBS - en la E.S.E. hospital San Juan de Dios de Santa Fe de Antioquia, según los lineamientos establecidos en la Resolución número 00000698 del 21 de abril de 2025",Presentación de oferta,2026-01-17T00:00:00.000,2026-01-17T00:00:00.000,,,,,2026-01-17T00:00:00.000,4900000,Contratación régimen especial,Regla aplicable,49,día(s),,,,Santafé De Antioquia,EQUIPO DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9593800,718393291,Presentación de oferta
ESENTTIA S.A.,800059470,Bolívar,Cartagena,Nacional,Centralizada,CO1.REQ.8273416,5600211151,719761322,CO1.BDOS.8128258,servicios de Prestación de servicios para montaje eléctrico; instrumentación y comunicaciones de Esenttia,"servicios de Prestación de servicios para montaje eléctrico, instrumentación y comunicaciones de Esenttia.",Presentación de oferta,2025-05-16T00:00:00.000,2025-05-16T00:00:00.000,,,,,2025-05-16T00:00:00.000,1902693,Contratación régimen especial,Regla aplicable,0,día(s),,,,Cartagena,Gerencia de Compras y Almacén,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72102900,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8147967,719761322,Presentación de oferta
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10065042,4152.010.32.1.805-2026,702948969,CO1.BDOS.9896637,PRESTACION DE SERVICIOS DE APOYO,"Prestar los servicios de Apoyo a la gestión en el marco del proyecto denominado: 
DESARROLLO DE ESTRATEGIAS PARA APOYAR LA MOVILIDAD SEGURA Y SOSTENIBLE  
EN EL DISTRITO DE SANTIAGO DE CALI BP26005475",Presentación de oferta,2026-01-30T00:00:00.000,2026-01-30T00:00:00.000,,,,,2026-01-30T00:00:00.000,13020000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,Cali,SECRETARIA DE MOVILIDAD,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9917905,702948969,Presentación de oferta
CENTRO DE SALUD SANTIAGO DE MALLAMA ESE,814006625,Nariño,No Definido,Territorial,Centralizada,CO1.REQ.6897983,2024-0940,704704246,CO1.BDOS.6768906,CONTRATO DE PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERIA PARA EL PROGRAMA DE ATENCION PRIMARIA EN SALUD DEL CENTRO DE SALUD SANTIAGO DE MALLAMA ESE; CONFORMANDO EL EQUIPO BASE EN SALUD DEL MICR,"CONTRATO DE PRESTACION DE SERVICIOS COMO AUXILIAR DE ENFERMERIA PARA EL PROGRAMA DE ATENCION PRIMARIA EN SALUD DEL CENTRO DE SALUD SANTIAGO DE MALLAMA ESE; CONFORMANDO EL EQUIPO BASE EN SALUD DEL MICROTERRITORIO ASIGNADO, EN EL MARCO DE LA RESOLUCION No 1184 DE 2024, DESARROLLANDO LAS ACTIVIDADES ESTABLECIDAS EN LOS LINEAMIENTOS DEL MINISTERIO DE SALUD Y PROTECCION SOCIAL, ASI COMO EN EL ANEXO TÉCNICO QUE HACE PARTE INTEGRAL DEL CONTRATO.",Presentación de oferta,2024-09-24T00:00:00.000,2024-09-24T00:00:00.000,,,,,2024-09-24T00:00:00.000,8800000,Contratación régimen especial,Regla aplicable,120,día(s),,,,Mallama,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6778191,704704246,Presentación de oferta
ALCALDIA MUNICIPAL DE CLEMENCIA BOLIVAR,806000701,Bolívar,Clemencia,Territorial,Centralizada,CO1.REQ.7027392,CD-303-2024,703590422,CO1.BDOS.6896399,PRESTACION DE SERVICIOS PROFESIONALES COMO ABOGADO EN LA INSPECCION CENTRAL DEL MUNICIPIO DE CLEMENCIA BOLIVAR,PRESTACION DE SERVICIOS PROFESIONALES COMO ABOGADO EN LA INSPECCION CENTRAL DEL MUNICIPIO DE CLEMENCIA BOLIVAR.,Presentación de oferta,2024-10-22T00:00:00.000,2024-10-22T00:00:00.000,,,,,2024-10-22T00:00:00.000,6440000,Contratación directa,Servicios profesionales y apoyo a la gestión,69,día(s),,,,Clemencia,OFICINA JURIDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6931776,703590422,Presentación de oferta
ALCALDIA MUNICIPIO DE VILLAVICENCIO,892099324,Meta,Villavicencio,Territorial,Centralizada,CO1.REQ.8440697,CD-1756-2025,703915215,CO1.BDOS.8291086,PRESTACION DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE ACCIONES DEL IVC EN ESTABLECIMIENTOS DE ALTO RIESGO PARA LA GESTION DE SALUD PUBLICA EN EL MUNICIPIO DE VILLAVICENCIO META,PRESTACION DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE ACCIONES DEL IVC EN ESTABLECIMIENTOS DE ALTO RIESGO PARA LA GESTION DE SALUD PUBLICA EN EL MUNICIPIO DE VILLAVICENCIO META,Presentación de oferta,2025-06-19T00:00:00.000,2025-06-19T00:00:00.000,,,,,2025-06-19T00:00:00.000,23200000,Contratación directa,Servicios profesionales y apoyo a la gestión,174,día(s),,,,Villavicencio,SECRETARIA DE SALUD,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8313658,703915215,Presentación de oferta
MUNICIPIO DE NEIVA,891180009,Huila,Neiva,Territorial,Centralizada,CO1.REQ.8757425,MNSGCDPS-1487-2025,700642036,CO1.BDOS.8601378,Contrato de Prestación de Servicios Profesionales,"CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR LA ACTUALIZACIÓN Y REGISTRO DE LOS ACTIVOS FIJOS (BIENES INMUEBLES) DE PROPIEDAD, PLANTA Y EQUIPO DEL MUNICIPIO DE NEIVA.",Presentación de oferta,2025-08-19T00:00:00.000,2025-08-19T00:00:00.000,,,,,2025-08-19T00:00:00.000,14000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,No Aplica,UNIDAD SECRETARIA GENERAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111611,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8624495,700642036,Presentación de oferta
