entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE),899999027,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.2577563,EDP-545-2022,700474109,CO1.BDOS.2503732,TS_MERCADO_2022_GEIH_TH Prestación de servicios profesionales para procesar la información de la GEIH para el análisis de resultados y generación de nuevos indicadores de migración laboral y series de,TS_MERCADO_2022_GEIH_TH Prestación de servicios profesionales para procesar la información de la GEIH para el análisis de resultados y generación de nuevos indicadores de migración laboral y series de mercado laboral desestacionalizadas.,Presentación de oferta,2022-01-18T00:00:00.000,2022-01-18T00:00:00.000,,,,,2022-01-18T00:00:00.000,57333333,Contratación directa,Servicios profesionales y apoyo a la gestión,344,día(s),,,,Bogotá,SECRETARIA GENERAL - DANE CENTRAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2597221,700474109,Presentación de oferta
ALCALDIA LOCAL DE SUMAPAZ,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.5912737,FDRSCD-064-2024 (103702),702096124,CO1.BDOS.5796124,Prestar los servicios profesionales de acompañamiento psicosocial para apoyar la ejecución de la meta Beneficiar 150 personas,Prestar los servicios profesionales de acompañamiento psicosocial para apoyar la ejecución de la meta Beneficiar 150 personas a través de estrategias para el fortalecimiento de los mecanismos de justicia comunitaria.1683,Presentación de oferta,2024-03-08T00:00:00.000,2024-03-08T00:00:00.000,,,,,2024-03-08T00:00:00.000,26000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,No Aplica,AREA DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5802489,702096124,Presentación de oferta
CENAC AVIACION,830039207,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.8610154,SASD-191-CENACAVIACION-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),702359944,CO1.BDOS.8355416,SERVICIOS DE MANTENIMIENTO Y/O EXCHANGE; ADQUISICIÓN DE COMPONENTES UH60 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),"PRESTACIÓN DE SERVICIOS DE MANTENIMIENTO Y/O EXCHANGE, ADQUISICIÓN DE COMPONENTES PARA LA FLOTA UH60/S70I DE LA AVIACIÒN DEL EJÉRCITO NACIONAL",Presentación de oferta,2025-07-23T00:00:00.000,2025-07-23T00:00:00.000,,,,,2025-07-23T00:00:00.000,10979236356,Selección Abreviada de Menor Cuantía,Defensa y seguridad nacional,0,día(s),2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,No Aplica,UNIDAD DE CONTRATACION CENAC AVIACION,17,17,27,0,11,0,0,11,116,Seleccionado,70,Si,CO1.AWD.2327653,703188763, Florida,No Definido,2025-08-19T00:00:00.000,40000,lina vanessa nunez escarria,AVIATION INTERNATIONAL SOLUTIONS,80-0696494,UNSPECIFIED,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8478942,702359944,Adjudicado
ISVIMED,900014480,Antioquia,Medellín,Territorial,Centralizada,CO1.REQ.9756253,175-2026,703835165,CO1.BDOS.9589062,PRESTACION DE SERVICIOS,"PRESTACIÓN DE SERVICIOS PROFESIONALES COMO CONTRATISTA INDEPENDIENTE, POR SU PROPIA CUENTA Y RIESGO, COMO APOYO EN LA ESTRUCTURACIÓN Y SEGUIMIENTO DE LOS PROGRAMAS Y PROYECTOS DEL ISVIMED DESDE EL COMPONENTE DE IMPLEMENTACIÓN Y MEJORA DEL SISTEMA DE GESTIÓN DE CALIDAD-SGC Y DEL PROGRAMA DE TRANSPARENCIA Y ÉTICA PÚBLICA",Presentación de oferta,2026-01-18T00:00:00.000,2026-01-18T00:00:00.000,,,,,2026-01-18T00:00:00.000,37033728,Contratación directa,Servicios profesionales y apoyo a la gestión,192,día(s),,,,No Aplica,CONTRATACIÓN ISVIMED,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80161500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9602440,703835165,Presentación de oferta
COLEGIO GABRIEL BETANCOURT MEJIA I.E.D,900143276,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.7128715,RE-CGBM-049-2024,703916536,CO1.BDOS.6995772,SUMINISTRO ELECTROBOMBAS,"COMPRA ELECTROBOMBAS DE SUPERFICIE CENTRIFUGA MODELO PEARL C2P 55H36S , CON POTENCIA  DE 5,5 HP, 220/440V Y TRIFASICAS SEDE A COLEGIO GABRIEL BETANCOURT MEJIA IED",Presentación de oferta,2024-11-06T00:00:00.000,2024-11-06T00:00:00.000,,,,,2024-11-06T00:00:00.000,5500000,Contratación régimen especial (con ofertas),Regla aplicable,5,día(s),2024-11-12T00:00:00.000,2024-11-13T00:00:00.000,,Bogotá,PAGADURIA,0,0,9,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.40151500,Cerrado,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7008964,703916536,Presentación de oferta
DANE CENTRO OCCIDENTE,899999027,Caldas,Manizales,Nacional,Centralizada,CO1.REQ.2211408,EDP-427-OP-2021-12,704695428,CO1.BDOS.2150620,MERCADO_2021_GEIH_URBANA _TH_TU_ OT- Prestación de servicios de apoyo a la gestión para realizar Recolección Urbana de información de la Gran Encuesta Integrada de Hogares - GEIH-Marco 2005 mediante e,MERCADO_2021_GEIH_URBANA _TH_TU_ OT- Prestación de servicios de apoyo a la gestión para realizar Recolección Urbana de información de la Gran Encuesta Integrada de Hogares - GEIH-Marco 2005 mediante el método de captura móvil DMC,Presentación de oferta,2021-08-05T00:00:00.000,2021-08-05T00:00:00.000,,,,,2021-08-05T00:00:00.000,7905674,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),,,,No Aplica,DANE TERRITORIAL CENTRO OCCIDENTE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2152079,704695428,Presentación de oferta
INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.9845111,CD-CPS-0720-2026,700676059,CO1.BDOS.9677536,CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES,"PRESTAR SERVICIOS PROFESIONALES PARA ACOMPAÑAR LA GESTIÓN CONTABLE Y FINANCIERA DE LOS PROGRAMAS, CONTRATOS Y/O CONVENIOS DEL INVIAS EN LA SUBDIRECCIÓN DE VÍAS REGIONALES EN EL MARCO DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL",Presentación de oferta,2026-01-22T00:00:00.000,2026-01-22T00:00:00.000,,,,,2026-01-22T00:00:00.000,48620250,Contratación directa,Servicios profesionales y apoyo a la gestión,210,día(s),,,,Bogotá,Subdirección de Vías Regionales,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9690232,700676059,Presentación de oferta
MUNICIPIO DE SAN MIGUEL PUTUMAYO,800252922,Putumayo,San Miguel,Territorial,Descentralizada,CO1.REQ.8273274,PS-147-2025,712452853,CO1.BDOS.8128286,PRESTACION DE SERVICIOS PROFESIONALES PARA LA EJECUCION; GESTION Y SEGUIMIENTO DE PROGRAMAS Y PROYECTOS ENFOCADOS EN LA ATENCION DE LA POBLACION CON DISCAPACIDAD DEL MUNCIPIO DE SAN MIGUEL PUTUMAYO,"PRESTACION DE SERVICIOS PROFESIONALES PARA LA EJECUCION, GESTION Y SEGUIMIENTO DE PROGRAMAS Y PROYECTOS ENFOCADOS EN LA ATENCION DE LA POBLACION CON DISCAPACIDAD DEL MUNCIPIO DE SAN MIGUEL PUTUMAYO",Presentación de oferta,2025-05-16T00:00:00.000,2025-05-16T00:00:00.000,,,,,2025-05-16T00:00:00.000,10000000,Contratación directa,Servicios profesionales y apoyo a la gestión,104,día(s),,,,No Aplica,ALCALDÍA SAN MIGUEL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8148159,712452853,Presentación de oferta
LA CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - AGROSAVIA,800194600,Cundinamarca,Mosquera,Nacional,Centralizada,CO1.REQ.6622657,135116,718046428,CO1.BDOS.6496979,CATALOGO DE EPPS CI  OBONUCO - EXPERIENCIAS JM,No definido,Presentación de oferta,2024-08-06T00:00:00.000,2024-08-06T00:00:00.000,,,,,2024-08-06T00:00:00.000,0,Contratación régimen especial,Regla aplicable,6,Mes(es),,,,Pasto,ADQUISICIONES OBONUCO,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.46181500,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6507167,718046428,Presentación de oferta
EMPRESA SOCIAL DEL ESTADO BELLOSALUD,800174995,Antioquia,Bello,Territorial,Centralizada,CO1.REQ.9182530,OC10-2494-2025 DAVILA PROYECCION,705410264,CO1.BDOS.9018383,MANTENIMIENTO HOSPITALARIO,MANTENIMIENTO HOSPITALARIO,Presentación de oferta,2025-10-31T00:00:00.000,2025-10-31T00:00:00.000,,,,,2025-10-31T00:00:00.000,4260200,Contratación régimen especial,Regla aplicable,30,día(s),,,,Bello,UC ESE BELLOSALUD,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72102900,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9042868,705410264,Presentación de oferta
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE),899999027,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.8656014,IPMC-014-2025,700474109,CO1.BDOS.8500288,Adquisición de certificados de firma digital centralizado y para facturación electrónica de persona jurídica; que garanticen la capacidad de la arquitectura tecnológica en el momento del registro de l,"Adquisición de certificados de firma digital centralizado y para facturación electrónica de persona jurídica, que garanticen la capacidad de la arquitectura tecnológica en el momento del registro de las transacciones en el SIIF Nación, como una herramienta facilitadora del cumplimento de las políticas de seguridad de la información",Fase de ofertas,2025-07-31T00:00:00.000,2025-07-31T00:00:00.000,,,,,2025-07-31T00:00:00.000,57004275,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,30,día(s),2025-08-11T00:00:00.000,2025-08-11T00:00:00.000,2025-08-11T00:00:00.000,Bogotá,SECRETARIA GENERAL - DANE CENTRAL,0,0,10,0,3,0,0,3,0,Seleccionado,70,Si,CO1.AWD.2334549,700636053,Distrito Capital de Bogotá,Bogotá,2025-08-21T00:00:00.000,37842000,MANUEL ARTURO RODRIGUEZ VASQUEZ,Gestión de Seguridad Electrónica S.A.,No Definido,V1.43233201,Cerrado,Compraventa,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8534047,700474109,Adjudicado
(Secretaría Distrital de Integración Social),8999990619,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.5610848,SDIS-CPS-302405-2024,702271321,CO1.BDOS.5493980,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES,"PRESTAR SERVICIOS PROFESIONALES A LA SUBDIRECCION DE CONTRATACION, EN 
LOS DIFERENTES TRAMITES CONTRACTUALES QUE LE SEAN ASIGNADOS.",Presentación de oferta,2024-01-25T00:00:00.000,2024-01-25T00:00:00.000,,,,,2024-01-24T00:00:00.000,53579880,Contratación directa,Servicios profesionales y apoyo a la gestión,9,Mes(es),,,,Bogotá,SUBDIRECCION DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5507297,702271321,Presentación de oferta
ALCALDIA LOCAL DE SUMAPAZ,899999061,Distrito Capital de Bogotá,Bogotá,Territorial,Centralizada,CO1.REQ.848621,FDLS-LP-098-2019,702096124,CO1.BDOS.823726,CONSERVACION PUENTES,REALIZAR POR EL SISTEMA DE PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE: LA CONSERVACIÓN DE PUENTES SOBRE CORRIENTES DE AGUA EN LA LOCALIDAD DE SUMAPAZ,Presentación de observaciones,2019-04-29T00:00:00.000,2019-04-29T00:00:00.000,,,,2019-04-29T00:00:00.000,,600000000,Licitación pública Obra Publica,No Defenido,5,Mes(es),2019-05-31T00:00:00.000,2019-05-31T00:00:00.000,2019-06-18T00:00:00.000,Bogotá,AREA DE CONTRATACION,0,0,122,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81101500,Cerrado,Obra,No Definido,"V172101500, V172103300, V172141000, V195111600",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.814841,702096124,Presentación de observaciones
CORPORACION AUTONOMA REGIONAL DE NARIÑO,891222322,Nariño,Pasto,Corporación Autónoma,Centralizada,CO1.REQ.7684381,CDPS 260 DE 2025,702231408,CO1.BDOS.7549093,CDPS 260 DE 2025,"Contratar la prestación de servicios profesionales en el área de la Ingeniería Ambiental para realizar control, monitoreo y seguimiento a proyectos de beneficio de Oro que cuentan con Licencia Ambiental en la zona andina del Departamento de Nariño.",Presentación de oferta,2025-02-10T00:00:00.000,2025-02-10T00:00:00.000,,,,,2025-02-10T00:00:00.000,20066331,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),,,,No Aplica,Gestión Contractual,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7586272,702231408,Presentación de oferta
Institución Universitaria Pascual Bravo COMPRADOR,8909801583,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.6937339,PS-1964 DE 2024,712721034,CO1.BDOS.6808160,Prestacion de Servicios Profesionales,"Prestacion de Servicios Profesionales, como contratista independiente sin vinculo laboral por su propia cuenta y riesgo, para desarrollar acciones requeridas en cumplimiento de las obligaciones contraidas en el contrato interadministrativo 4600100790 de 2024, celebrado entre Distrito Especial De Ciencia, Tecnologia E Innovacion de Medellin - Unidad Administrativa Especial Buen Comienzo y la Institucion Universitaria Pascual Bravo.",Presentación de oferta,2024-10-01T00:00:00.000,2024-10-01T00:00:00.000,,,,,2024-10-01T00:00:00.000,30064485,Contratación directa,Servicios profesionales y apoyo a la gestión,90,día(s),,,,No Aplica,PITS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6816944,712721034,Presentación de oferta
ALCALDIA DE FLORIDABLANCA,890205176,Santander,Floridablanca,Territorial,Centralizada,CO1.REQ.9500237,FLO-INFRA-SA-MC-007-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),704323831,CO1.BDOS.9282110,ADECUACION Y MANTENIMIENTO DE ALGUNAS INSTALACIONES DEL PALACIO MUNICIPAL DEL MUNICIPIO DE FLORIDABLANCA; SANTANDER (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),"ADECUACION Y MANTENIMIENTO DE ALGUNAS INSTALACIONES DEL PALACIO MUNICIPAL DEL MUNICIPIO DE FLORIDABLANCA, SANTANDER",Presentación de oferta,2025-12-30T00:00:00.000,2025-12-30T00:00:00.000,,,,,2025-12-30T00:00:00.000,305813941,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,2,Mes(es),2025-12-31T00:00:00.000,2025-12-31T00:00:00.000,2026-01-06T00:00:00.000,Floridablanca,ALCALDÍA DE FLORIDABLANCA,10,10,104,0,3,0,0,3,0,Seleccionado,70,Si,CO1.AWD.2488428,716178215,Santander,Bucaramanga,2026-01-27T00:00:00.000,305644297,YUDY GONZALEZ BARBOSA,CONSTRUOBRAS ISAVAL S.A.S,No Definido,UNSPECIFIED,Cerrado,Obra,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9352056,704323831,Adjudicado
INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN,800194096,Antioquia,Medellín,Territorial,Centralizada,CO1.REQ.4389286,SA-004-2023,700774011,CO1.BDOS.4289726,SUMINISTRO DE EQUIPOS; HERRAMIENTAS Y ELEMENTOS PARA EL MANTENIMIENTO; OPERACIÓN Y SEGURIDAD DE LAS PISCINAS Y ESTRUCTURAS SIMILARES ADMINISTRADAS POR EL INDER MEDELLÍN,"SUMINISTRO DE EQUIPOS, HERRAMIENTAS Y ELEMENTOS PARA EL MANTENIMIENTO, OPERACIÓN Y SEGURIDAD DE LAS PISCINAS Y ESTRUCTURAS SIMILARES ADMINISTRADAS POR EL INDER MEDELLÍN",Presentación de observaciones,2023-04-13T00:00:00.000,2023-04-13T00:00:00.000,,,,2023-04-13T00:00:00.000,,270101513,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,0,día(s),2023-05-16T00:00:00.000,2023-05-16T00:00:00.000,2023-05-30T00:00:00.000,Medellín,SUBDIRECCION DE ESCENARIOS DEPORTIVOS,0,0,22,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.42192600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4293527,700774011,Presentación de observaciones
GOBERNACION DEL CHOCÓ.,891680010,No Definido,No Definido,Territorial,Descentralizada,CO1.REQ.6085225,CD-PS-GDCH-186SS-2024,710188293,CO1.BDOS.5966426,PRESTACION DE SERVICIOS,"PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN
(A) NUTRICIONISTA, QUE SIRVA DE APOYO A LA 
DIMENSION DE SEGURIDAD ALIMENTARIA Y 
NUTRICIONAL DE LA SECRETARIA DE SALUD 
DEPARTAMENTAL DEL CHOCO",Presentación de oferta,2024-04-12T00:00:00.000,2024-04-12T00:00:00.000,,,,,2024-04-12T00:00:00.000,24000000,Contratación directa,Servicios profesionales y apoyo a la gestión,8,Mes(es),,,,No Aplica,GOBERNACION- SALUD 2022,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5973718,710188293,Presentación de oferta
MUNICIPIO DE PÚERTO ASIS PUTUMAYO,891200461,Putumayo,Puerto Asís,Territorial,Centralizada,CO1.REQ.4683652,CD-345-2023-JAC BARRIO VEINTE DE JULIO,703037499,CO1.BDOS.4579485,CONVENIO SOLIDARIO,APOYO A LA JUNTA DE ACCIÓN COMUNAL MEDIANTE EL MANTENIMIENTO DE VÍA URBANA CARRERA 23 ENTRE CALLE 25 Y CALLE 35 DEL BARRIO 20 DE JULIO DEL MUNICIPIO DE PUERTO ASIS DEPARTAMENTO DEL PUTUMAYO,Presentación de oferta,2023-06-16T00:00:00.000,2023-06-16T00:00:00.000,,,,,2023-06-16T00:00:00.000,10000000,Contratación directa,Contratos o convenios Interadministrativos (valor cero),0,día(s),,,,No Aplica,UNIDAD DE CONTRATACION 1,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72141003,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4588936,703037499,Presentación de oferta
ALCALDIA DE GIRARDOTA,890980807,Antioquia,Girardota,Territorial,Centralizada,CO1.REQ.4114873,5308/SASP01/2023,704694173,CO1.BDOS.4019340,ENAJENACIÓN DIRECTA DE UNA RETROEXCAVADORA; PROPIEDAD DEL MUNICIPIO DE GIRARDOTA,"ENAJENACIÓN DIRECTA DE UNA RETROEXCAVADORA, PROPIEDAD DEL MUNICIPIO DE GIRARDOTA",Presentación de observaciones,2023-02-17T00:00:00.000,2023-02-17T00:00:00.000,,,,2023-02-17T00:00:00.000,,86000000,Enajenación de bienes con subasta,Artículo 99 del Decreto 1510 de 2013,90,día(s),2023-03-09T00:00:00.000,2023-03-22T00:00:00.000,2023-03-22T00:00:00.000,Girardota,CONTRATACIÓN GIRARDOTA,0,0,13,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.22101509,Cerrado,Venta muebles,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4031626,704694173,Presentación de observaciones
SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,900959051,Distrito Capital de Bogotá,No Definido,Territorial,Centralizada,CO1.REQ.296807,PS 0474 2018,702769076,CO1.BDOS.288606,PRESTAR SERVICIOS COMO AUXILIAR ENFERMERIA HOSPITALIZACION; URGENCIAS Y QUIRURGICOS,"PRESTAR SUS SERVICIOS DE APOYO DE MANERA PERSONAL Y AUTÓNOMA, EN SU CONDICIÓN DE TÉCNICO EN AUXILIAR DE ENFERMERÍA, PARA LA EJECUCIÓN DE ACTIVIDADES ASISTENCIALES EN LOS PROCESOS DE GESTIÓN HOSPITALARIA, URGENCIAS Y QUIRÚRGICOS, CONFORME A LAS NECESIDADES DE LA SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E",Presentación de oferta,2018-01-10T00:00:00.000,2018-01-10T00:00:00.000,,,,,2018-01-09T00:00:00.000,0,Contratación régimen especial,Regla aplicable,5,Mes(es),,,,Bogotá,CONTRATACION OPS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.288074,702769076,Presentación de oferta
COMPRADOR ESE CARMEN EMILIA OSPINA PERFIL,8130052657,Huila,Neiva,Territorial,Centralizada,CO1.REQ.7180132,0511-2024,718026529,CO1.BDOS.7045385,CONTRATAR EL SUMINISTRO DE INSUMOS PARA EL LABORATORIO CLINICO,No definido,Presentación de oferta,2024-11-15T00:00:00.000,2024-11-15T00:00:00.000,,,,,2024-11-15T00:00:00.000,320000000,Contratación régimen especial,Regla aplicable,45,día(s),,,,Neiva,OFICINA DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85101500,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7058869,718026529,Presentación de oferta
CXAYUCE JXUT ESE,900052148,Cauca,Toribio,Nacional,Centralizada,CO1.REQ.7095796,CSS-297-2024 - JORGE CONSUEGRA OTERO,711844142,CO1.BDOS.6963834,Prestar los servicios Profesionales para realizar actividades de toma de ecografías obstétricas; ecografías transvaginales; ginecológicas; consultas especializadas en CXAYUCE JXUT E.S.E,"Prestar los servicios Profesionales para realizar actividades de toma de ecografías obstétricas, ecografías transvaginales, ginecológicas, consultas especializadas en CXAYUCE JXUT E.S.E",Presentación de oferta,2024-10-30T00:00:00.000,2024-10-30T00:00:00.000,,,,,2024-10-30T00:00:00.000,21280000,Contratación régimen especial,Decreto 092 de 2017,71,día(s),,,,Toribio,UNIDAD PAA CXAYU´CE JXUT E.S.E.,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85121601,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6975306,711844142,Presentación de oferta
